unique_id,crop_type_cocoa,crop_type_oil,crop_type_rubber
ID_DY74P6,0,0,0
ID_MNO77R,0,0,0
ID_BLJKXS,0,0,0
ID_R8E55N,0,0,0
ID_QV64QF,0,0,0
ID_XW5HW6,0,0,0
ID_KH7ODO,0,0,0
ID_W1OF4V,0,0,0
ID_T9ZVOH,0,0,0
ID_8L6CNW,0,0,0
ID_Y16XDW,0,0,0
ID_L10TE4,0,0,0
ID_4W4KIT,0,0,0
ID_BHFVSH,0,0,0
ID_H1DAF8,0,0,0
ID_J600LB,0,0,0
ID_JSIX9A,0,0,0
ID_Z9QXNB,0,0,0
ID_C4RSL0,0,0,0
ID_VKAYW1,0,0,0
ID_UJ3R0U,0,0,0
ID_IYDJS2,0,0,0
ID_7840SE,0,0,0
ID_JNZYE7,0,0,0
ID_3T70VS,0,0,0
ID_9LK27O,0,0,0
ID_HJ7GQL,0,0,0
ID_VZT503,0,0,0
ID_W4ACB1,0,0,0
ID_DI295T,0,0,0
ID_455TSF,0,0,0
ID_7L6GJD,0,0,0
ID_VMJFX1,0,0,0
ID_HKPC0J,0,0,0
ID_CEPHNK,0,0,0
ID_W7X9SB,0,0,0
ID_VNOKI3,0,0,0
ID_DON5MV,0,0,0
ID_61VHY4,0,0,0
ID_1C7PII,0,0,0
ID_NPBUG7,0,0,0
ID_UUSWU1,0,0,0
ID_J2K5AZ,0,0,0
ID_KMOISR,0,0,0
ID_RJXJUW,0,0,0
ID_G5O2NI,0,0,0
ID_I9T49Z,0,0,0
ID_R9KFZ0,0,0,0
ID_T8N9JK,0,0,0
ID_KCTB2P,0,0,0
ID_XGOGND,0,0,0
ID_5ZTR8G,0,0,0
ID_5ESGK6,0,0,0
ID_9RD0TY,0,0,0
ID_IYP4E7,0,0,0
ID_NMR30O,0,0,0
ID_0YWYDJ,0,0,0
ID_F6WOE3,0,0,0
ID_D891SM,0,0,0
ID_LRBP12,0,0,0
ID_E1JKY8,0,0,0
ID_17RXXE,0,0,0
ID_44UYRA,0,0,0
ID_OW08J3,0,0,0
ID_0UJMR7,0,0,0
ID_QBTJD4,0,0,0
ID_I14VB4,0,0,0
ID_KU6UZP,0,0,0
ID_0PPD59,0,0,0
ID_OJ8KHV,0,0,0
ID_CXYYET,0,0,0
ID_GZEJEF,0,0,0
ID_49RHKS,0,0,0
ID_0OB0D7,0,0,0
ID_ZNV5QM,0,0,0
ID_LUVZ2Y,0,0,0
ID_0JG3VQ,0,0,0
ID_38GJ43,0,0,0
ID_HWALR3,0,0,0
ID_93JOMQ,0,0,0
ID_9TL9L9,0,0,0
ID_KL0WR5,0,0,0
ID_PJ7T0I,0,0,0
ID_A11AWD,0,0,0
ID_9SCOLP,0,0,0
ID_9P1OBN,0,0,0
ID_PU10NJ,0,0,0
ID_QZI0FL,0,0,0
ID_RTI0FY,0,0,0
ID_08ZAGJ,0,0,0
ID_16QTOH,0,0,0
ID_DEDAS1,0,0,0
ID_MFXUJX,0,0,0
ID_P2S3M5,0,0,0
ID_5I0FVE,0,0,0
ID_ZITA1Z,0,0,0
ID_AI6T4W,0,0,0
ID_C0D6AR,0,0,0
ID_VN90GA,0,0,0
ID_RUF0QU,0,0,0
ID_RRBSY7,0,0,0
ID_CLZXJ9,0,0,0
ID_WLKQQT,0,0,0
ID_ZOBXT0,0,0,0
ID_W0WGA7,0,0,0
ID_C7ODZC,0,0,0
ID_XUIPWZ,0,0,0
ID_VZLTZH,0,0,0
ID_5VIZZL,0,0,0
ID_LWEBJP,0,0,0
ID_7ARB6P,0,0,0
ID_UGBUUF,0,0,0
ID_KIU8KI,0,0,0
ID_HARE3A,0,0,0
ID_D36MRU,0,0,0
ID_NFGS97,0,0,0
ID_KUEULI,0,0,0
ID_H6N3TJ,0,0,0
ID_9R6M7J,0,0,0
ID_YOJ4XB,0,0,0
ID_779LSX,0,0,0
ID_SG63TV,0,0,0
ID_2EJSN7,0,0,0
ID_7S0GIC,0,0,0
ID_352JEZ,0,0,0
ID_58UD6O,0,0,0
ID_A1XE0N,0,0,0
ID_AKLFAJ,0,0,0
ID_6BDGHB,0,0,0
ID_SND1QY,0,0,0
ID_DDOKWA,0,0,0
ID_I0DUUF,0,0,0
ID_ASL61L,0,0,0
ID_R588LI,0,0,0
ID_NOVBLF,0,0,0
ID_GZAO32,0,0,0
ID_SX34JQ,0,0,0
ID_9JNR3R,0,0,0
ID_QFTUTF,0,0,0
ID_S08LYT,0,0,0
ID_OGAXKI,0,0,0
ID_ONOLDZ,0,0,0
ID_BSIU0O,0,0,0
ID_PWD54Z,0,0,0
ID_3WKHGX,0,0,0
ID_IXUUP4,0,0,0
ID_6RRP84,0,0,0
ID_9LXCIW,0,0,0
ID_6TUZGH,0,0,0
ID_M2712R,0,0,0
ID_TW1DGQ,0,0,0
ID_C92JFT,0,0,0
ID_EM8JEM,0,0,0
ID_KHF5W9,0,0,0
ID_0UTRW4,0,0,0
ID_P61CHP,0,0,0
ID_DLCMHI,0,0,0
ID_IZQ3PO,0,0,0
ID_YICBSZ,0,0,0
ID_KCAGWS,0,0,0
ID_AMQYNG,0,0,0
ID_Q41J36,0,0,0
ID_TUB5QZ,0,0,0
ID_LHVKZO,0,0,0
ID_99CKBT,0,0,0
ID_CNQOAO,0,0,0
ID_UL6NLK,0,0,0
ID_TW0NPQ,0,0,0
ID_MMU2PH,0,0,0
ID_MHZD9I,0,0,0
ID_3ORA81,0,0,0
ID_TY7LE8,0,0,0
ID_OFYRET,0,0,0
ID_TPV9G7,0,0,0
ID_LD5NX1,0,0,0
ID_R2K52D,0,0,0
ID_CYPZBB,0,0,0
ID_L8GGCS,0,0,0
ID_0H7BPW,0,0,0
ID_SOCVCN,0,0,0
ID_NPFJK1,0,0,0
ID_4IVTBJ,0,0,0
ID_XZ225Z,0,0,0
ID_D0HFP3,0,0,0
ID_ASMBYL,0,0,0
ID_J8Q2SP,0,0,0
ID_BUBHQK,0,0,0
ID_3ZYKZR,0,0,0
ID_X71BPL,0,0,0
ID_N9Q07M,0,0,0
ID_ZC0R1A,0,0,0
ID_FVS4RN,0,0,0
ID_KYKAK0,0,0,0
ID_0ADEVJ,0,0,0
ID_MCDU72,0,0,0
ID_Z4HNQ7,0,0,0
ID_R8GRSU,0,0,0
ID_VQU1KS,0,0,0
ID_5EKES4,0,0,0
ID_LO9V0A,0,0,0
ID_TLKLSR,0,0,0
ID_MV2YMN,0,0,0
ID_F4VO0I,0,0,0
ID_WUQCQF,0,0,0
ID_0U36B3,0,0,0
ID_I1CSLB,0,0,0
ID_L4KQ5K,0,0,0
ID_XQT8LO,0,0,0
ID_GQDCLI,0,0,0
ID_G4UOAT,0,0,0
ID_PWRIKI,0,0,0
ID_7918AM,0,0,0
ID_JE46R8,0,0,0
ID_P9TPEE,0,0,0
ID_IEIWMB,0,0,0
ID_DAITCD,0,0,0
ID_EXL2RR,0,0,0
ID_MMVYZK,0,0,0
ID_ZRFS2P,0,0,0
ID_JK4990,0,0,0
ID_OAN06Z,0,0,0
ID_IQJ7PV,0,0,0
ID_W2HZC9,0,0,0
ID_WLJJZI,0,0,0
ID_0B7DY2,0,0,0
ID_2EX3S7,0,0,0
ID_NGVN50,0,0,0
ID_3SZ9GI,0,0,0
ID_8GVOGN,0,0,0
ID_SDN318,0,0,0
ID_61Y220,0,0,0
ID_MXDB5Q,0,0,0
ID_176NTK,0,0,0
ID_XFWQTX,0,0,0
ID_1V74XS,0,0,0
ID_0QL2T1,0,0,0
ID_SWP6MU,0,0,0
ID_8NKAPV,0,0,0
ID_0W15QI,0,0,0
ID_HX0G2J,0,0,0
ID_IPEKHX,0,0,0
ID_UH2MNU,0,0,0
ID_ONZSX6,0,0,0
ID_SZOA5S,0,0,0
ID_A4B5ZT,0,0,0
ID_ELFAKG,0,0,0
ID_ZPAYBZ,0,0,0
ID_CD0NYJ,0,0,0
ID_S9ZKPU,0,0,0
ID_0OU06N,0,0,0
ID_WUWY0A,0,0,0
ID_PU0GE2,0,0,0
ID_54ZVV3,0,0,0
ID_Q7EZY8,0,0,0
ID_SWUE8F,0,0,0
ID_KY3XRZ,0,0,0
ID_3EMQL8,0,0,0
ID_X0I3N4,0,0,0
ID_I4O1FK,0,0,0
ID_8QXJ4W,0,0,0
ID_OJHMLO,0,0,0
ID_K7WJFL,0,0,0
ID_ET9V4T,0,0,0
ID_42LDG2,0,0,0
ID_W3URPF,0,0,0
ID_KBNU8E,0,0,0
ID_UBDPLO,0,0,0
ID_C75XF9,0,0,0
ID_6QVFMY,0,0,0
ID_U9PU4C,0,0,0
ID_EVPR57,0,0,0
ID_E4WFD1,0,0,0
ID_6EPU61,0,0,0
ID_318O2W,0,0,0
ID_NLPPE4,0,0,0
ID_Y1QYEX,0,0,0
ID_8BJCQN,0,0,0
ID_JRS9AR,0,0,0
ID_RK4H4E,0,0,0
ID_SKVMSQ,0,0,0
ID_OQCLAD,0,0,0
ID_V3QD3L,0,0,0
ID_XSQTS0,0,0,0
ID_N4UAJN,0,0,0
ID_84X9DD,0,0,0
ID_RRA5UC,0,0,0
ID_I0VJUE,0,0,0
ID_W4BIMG,0,0,0
ID_C2PV47,0,0,0
ID_D2OSU9,0,0,0
ID_7RIL4F,0,0,0
ID_YMW7XB,0,0,0
ID_YQLZCV,0,0,0
ID_2ZRFK0,0,0,0
ID_JHNWAW,0,0,0
ID_CNGALU,0,0,0
ID_7RAMUY,0,0,0
ID_A4ELOA,0,0,0
ID_PGGGUQ,0,0,0
ID_SV1OQ4,0,0,0
ID_QSA5H7,0,0,0
ID_ICLG9E,0,0,0
ID_SXU7TX,0,0,0
ID_CGK3Y1,0,0,0
ID_NY38ET,0,0,0
ID_JGTCMV,0,0,0
ID_S89XV2,0,0,0
ID_HCZ2AW,0,0,0
ID_CWSDD6,0,0,0
ID_T2XDPG,0,0,0
ID_CFAGFI,0,0,0
ID_V4A431,0,0,0
ID_ZRCNS2,0,0,0
ID_T639IT,0,0,0
ID_P9310K,0,0,0
ID_AXIMPY,0,0,0
ID_ESP92R,0,0,0
ID_FBDETH,0,0,0
ID_FK25L6,0,0,0
ID_MG21JZ,0,0,0
ID_R37IG4,0,0,0
ID_VRT4RR,0,0,0
ID_TJJFKL,0,0,0
ID_UGAJGT,0,0,0
ID_O5DAFT,0,0,0
ID_152I2L,0,0,0
ID_GLTBHH,0,0,0
ID_5JZGDS,0,0,0
ID_K30AIK,0,0,0
ID_NA2LVD,0,0,0
ID_NA84WR,0,0,0
ID_JZLS2U,0,0,0
ID_UNIXAI,0,0,0
ID_7N6QKZ,0,0,0
ID_9TRIYX,0,0,0
ID_1U0CIZ,0,0,0
ID_7BSNE7,0,0,0
ID_UKCZVL,0,0,0
ID_6UD4VC,0,0,0
ID_HMMN2W,0,0,0
ID_61R1GQ,0,0,0
ID_XZ6DME,0,0,0
ID_ET1VTF,0,0,0
ID_1AGME1,0,0,0
ID_DGSP4C,0,0,0
ID_H46I7D,0,0,0
ID_KPBW0P,0,0,0
ID_WVR4FE,0,0,0
ID_QZQQXQ,0,0,0
ID_0FBZD2,0,0,0
ID_GE5Y51,0,0,0
ID_ZG8JYK,0,0,0
ID_G3FDQ4,0,0,0
ID_05OX1N,0,0,0
ID_VIFO8T,0,0,0
ID_TWKR7Y,0,0,0
ID_0T3ASR,0,0,0
ID_IR8JGW,0,0,0
ID_W4JQ1I,0,0,0
ID_9BF3XN,0,0,0
ID_90HJX0,0,0,0
ID_UHD58Z,0,0,0
ID_5URJYS,0,0,0
ID_SRCXEZ,0,0,0
ID_D1JJ6T,0,0,0
ID_IZBVMM,0,0,0
ID_8JIHPG,0,0,0
ID_GVJBL1,0,0,0
ID_O59BF0,0,0,0
ID_M0MBE5,0,0,0
ID_EQVJTP,0,0,0
ID_CIM41B,0,0,0
ID_UD3EVV,0,0,0
ID_1A99WY,0,0,0
ID_DTXG5J,0,0,0
ID_FZRRJK,0,0,0
ID_KPMMKX,0,0,0
ID_SW852E,0,0,0
ID_RJBDJS,0,0,0
ID_XWX2OA,0,0,0
ID_Z0HRWF,0,0,0
ID_XDG305,0,0,0
ID_TLYTLT,0,0,0
ID_X9ZXS2,0,0,0
ID_351RCA,0,0,0
ID_5GS2P8,0,0,0
ID_XICVC5,0,0,0
ID_X1QI4D,0,0,0
ID_8BZYBN,0,0,0
ID_871ZK2,0,0,0
ID_OPNATX,0,0,0
ID_QM7WT2,0,0,0
ID_O6NRYO,0,0,0
ID_ECE5Y4,0,0,0
ID_9EQXLL,0,0,0
ID_6FCIBL,0,0,0
ID_3E06PN,0,0,0
ID_2L7LYE,0,0,0
ID_ZZ5C2L,0,0,0
ID_EEDTZZ,0,0,0
ID_TT6C8M,0,0,0
ID_G768K7,0,0,0
ID_Q5JYLM,0,0,0
ID_FJ6GNQ,0,0,0
ID_ERP88D,0,0,0
ID_IXNTOZ,0,0,0
ID_A22W2B,0,0,0
ID_TXTKA0,0,0,0
ID_EDXCP6,0,0,0
ID_PZGDOE,0,0,0
ID_25MIG2,0,0,0
ID_VR3NKL,0,0,0
ID_OPVC4X,0,0,0
ID_EIDNL0,0,0,0
ID_IGH8BW,0,0,0
ID_1PT5AM,0,0,0
ID_RYBP2Z,0,0,0
ID_T33ENB,0,0,0
ID_JI8FSI,0,0,0
ID_8RTPWJ,0,0,0
ID_X2PXC3,0,0,0
ID_7VEIQL,0,0,0
ID_A2PZIQ,0,0,0
ID_7I24C2,0,0,0
ID_2VIMEK,0,0,0
ID_JUXJ6R,0,0,0
ID_4OAUG5,0,0,0
ID_RAC6KX,0,0,0
ID_QBL3MD,0,0,0
ID_PUMS6U,0,0,0
ID_2GCAKT,0,0,0
ID_KG7AF5,0,0,0
ID_0EDEMV,0,0,0
ID_JAJ4SJ,0,0,0
ID_C8OBXD,0,0,0
ID_K1F2KM,0,0,0
ID_425R3F,0,0,0
ID_6ZU3I2,0,0,0
ID_BLHKQM,0,0,0
ID_3SIP0A,0,0,0
ID_HCQW6A,0,0,0
ID_8AF0B2,0,0,0
ID_C8XB1X,0,0,0
ID_YQY1KH,0,0,0
ID_XHLBP1,0,0,0
ID_U7O3KE,0,0,0
ID_PSQJ8A,0,0,0
ID_RXSXJO,0,0,0
ID_5YB9Z3,0,0,0
ID_9Q9KXN,0,0,0
ID_RPHAWT,0,0,0
ID_STUMX2,0,0,0
ID_LU3VN1,0,0,0
ID_BES9A3,0,0,0
ID_69VMI6,0,0,0
ID_OQR6MZ,0,0,0
ID_4X9R28,0,0,0
ID_CQN8JK,0,0,0
ID_723RR2,0,0,0
ID_2V6CWF,0,0,0
ID_7890AY,0,0,0
ID_BPUHNQ,0,0,0
ID_QU7O3V,0,0,0
ID_RTBBPE,0,0,0
ID_0MO8Q3,0,0,0
ID_026GDZ,0,0,0
ID_2TYRMU,0,0,0
ID_P52BE6,0,0,0
ID_ZS17RR,0,0,0
ID_4TY5U5,0,0,0
ID_1SEZMR,0,0,0
ID_6RNIZ8,0,0,0
ID_H8N1MQ,0,0,0
ID_GVB6HZ,0,0,0
ID_IW4FCT,0,0,0
ID_MY0DTY,0,0,0
ID_TF9NHN,0,0,0
ID_8LXUPK,0,0,0
ID_HSZ77Y,0,0,0
ID_O94VJI,0,0,0
ID_9PY97R,0,0,0
ID_XMV6QX,0,0,0
ID_3DRX2Y,0,0,0
ID_LE858B,0,0,0
ID_21TPAM,0,0,0
ID_X81F3V,0,0,0
ID_VZTO45,0,0,0
ID_D8KW7R,0,0,0
ID_EN0C1D,0,0,0
ID_9BZ6G9,0,0,0
ID_FH8T3H,0,0,0
ID_072TG4,0,0,0
ID_TDNVO6,0,0,0
ID_Y7B56P,0,0,0
ID_91VDOT,0,0,0
ID_2D0V6K,0,0,0
ID_S3EK5U,0,0,0
ID_X5VCRD,0,0,0
ID_5ONUMU,0,0,0
ID_8BAPYH,0,0,0
ID_UF3XPS,0,0,0
ID_OOG0CI,0,0,0
ID_0QFXXQ,0,0,0
ID_9XWYS8,0,0,0
ID_0YBAOD,0,0,0
ID_1NFF9X,0,0,0
ID_OXFKPS,0,0,0
ID_F0MRDN,0,0,0
ID_LKRB6G,0,0,0
ID_YYRORS,0,0,0
ID_LB333G,0,0,0
ID_U8Q2PC,0,0,0
ID_U4JSXW,0,0,0
ID_A7JXTG,0,0,0
ID_D2P1KW,0,0,0
ID_MDM6IP,0,0,0
ID_KII8GW,0,0,0
ID_54NPNZ,0,0,0
ID_KUDJO4,0,0,0
ID_0TUV95,0,0,0
ID_O84TSW,0,0,0
ID_ROBUWF,0,0,0
ID_CYQ2IA,0,0,0
ID_S0B244,0,0,0
ID_8PQ4EL,0,0,0
ID_NS4JTP,0,0,0
ID_DKGT7X,0,0,0
ID_LCNO8K,0,0,0
ID_8PEO8O,0,0,0
ID_4GNBD0,0,0,0
ID_YPJM6K,0,0,0
ID_NVUW8J,0,0,0
ID_XI6Y5B,0,0,0
ID_GKELQN,0,0,0
ID_CR4CQN,0,0,0
ID_YEKRWH,0,0,0
ID_R81OC6,0,0,0
ID_K0MQGO,0,0,0
ID_LE497V,0,0,0
ID_QVNQW9,0,0,0
ID_9OBHK5,0,0,0
ID_FK6B0I,0,0,0
ID_2AUP9L,0,0,0
ID_9IJ9JG,0,0,0
ID_SLISR2,0,0,0
ID_CR8TCL,0,0,0
ID_MTG5H1,0,0,0
ID_D3Z0ZS,0,0,0
ID_NPC9IT,0,0,0
ID_ICAGXM,0,0,0
ID_AWG6WJ,0,0,0
ID_R80F0C,0,0,0
ID_DADPK4,0,0,0
ID_YH3F3A,0,0,0
ID_1VFI3O,0,0,0
ID_PMPZID,0,0,0
ID_7QTZAA,0,0,0
ID_CU0KPD,0,0,0
ID_MH8Q5T,0,0,0
ID_NXLFLN,0,0,0
ID_DXGIDE,0,0,0
ID_EKO0NK,0,0,0
ID_JI8XPQ,0,0,0
ID_7V1I3H,0,0,0
ID_4BPGXY,0,0,0
ID_GMK298,0,0,0
ID_EPDAJH,0,0,0
ID_VU5DBQ,0,0,0
ID_FSYMXV,0,0,0
ID_1OD4SR,0,0,0
ID_RFH844,0,0,0
ID_DAAKEK,0,0,0
ID_EZ7I0T,0,0,0
ID_GXQBCP,0,0,0
ID_Z4J06N,0,0,0
ID_YCZ56B,0,0,0
ID_R6YEV1,0,0,0
ID_DKYGVI,0,0,0
ID_7LQRIW,0,0,0
ID_BWVYO3,0,0,0
ID_GL1BII,0,0,0
ID_RGJHQH,0,0,0
ID_W8IK5D,0,0,0
ID_DTMEX2,0,0,0
ID_OYEBOA,0,0,0
ID_8QMKCW,0,0,0
ID_RMR19N,0,0,0
ID_HDU9HG,0,0,0
ID_UK852A,0,0,0
ID_OSV4V6,0,0,0
ID_WICDAZ,0,0,0
ID_7S0GF0,0,0,0
ID_TDD6XC,0,0,0
ID_63M4BH,0,0,0
ID_7Y94VF,0,0,0
ID_SCTSN2,0,0,0
ID_2IYIEM,0,0,0
ID_ZBQCNN,0,0,0
ID_WFQKIP,0,0,0
ID_HWIGX2,0,0,0
ID_MRD530,0,0,0
ID_PIVCUS,0,0,0
ID_2JW42U,0,0,0
ID_OA0JOC,0,0,0
ID_FP4M2X,0,0,0
ID_YE5W9D,0,0,0
ID_HX3JC5,0,0,0
ID_VSRLX0,0,0,0
ID_YIFZJV,0,0,0
ID_3VOSXE,0,0,0
ID_L1WF6B,0,0,0
ID_4XUEL2,0,0,0
ID_HJ3EDE,0,0,0
ID_C49B0D,0,0,0
ID_W96EJL,0,0,0
ID_GFGX1Z,0,0,0
ID_QDB4MS,0,0,0
ID_EV79Y8,0,0,0
ID_5E32L8,0,0,0
ID_1KKIJD,0,0,0
ID_1UA9S8,0,0,0
ID_ENGN12,0,0,0
ID_XABNNU,0,0,0
ID_S2359V,0,0,0
ID_IBD527,0,0,0
ID_KIIMS8,0,0,0
ID_7AM2R4,0,0,0
ID_NIE9C3,0,0,0
ID_7P5HIW,0,0,0
ID_Z1MI0A,0,0,0
ID_WMZ9LZ,0,0,0
ID_HIS7FJ,0,0,0
ID_5HHCPM,0,0,0
ID_0TWK2M,0,0,0
ID_VV3QWF,0,0,0
ID_4Q3BA5,0,0,0
ID_H3Q4C3,0,0,0
ID_IFM1W7,0,0,0
ID_CAPHPF,0,0,0
ID_IAQ0EE,0,0,0
ID_UKKHHN,0,0,0
ID_GSU7EL,0,0,0
ID_AQBPGN,0,0,0
ID_FPH695,0,0,0
ID_OIA556,0,0,0
ID_HN427L,0,0,0
ID_2UZLT3,0,0,0
ID_OQL9VQ,0,0,0
ID_ZIQ5M1,0,0,0
ID_4AZGAQ,0,0,0
ID_6Z3ANZ,0,0,0
ID_CF3DD8,0,0,0
ID_DFFNYJ,0,0,0
ID_TLWHSK,0,0,0
ID_5U7TX2,0,0,0
ID_TDEX8F,0,0,0
ID_HAV2QS,0,0,0
ID_YQWUBF,0,0,0
ID_FG7FI2,0,0,0
ID_X1J7LY,0,0,0
ID_1TVSHH,0,0,0
ID_BI5G8F,0,0,0
ID_HO3LA4,0,0,0
ID_OQG69B,0,0,0
ID_9F7YEP,0,0,0
ID_32CRW4,0,0,0
ID_75Q51I,0,0,0
ID_387V1P,0,0,0
ID_WAFU5W,0,0,0
ID_F7RGQP,0,0,0
ID_BNZ117,0,0,0
ID_M5UWQR,0,0,0
ID_WUD59H,0,0,0
ID_IGPH8Q,0,0,0
ID_12NOSB,0,0,0
ID_X6TPX7,0,0,0
ID_0042EI,0,0,0
ID_OGS86Z,0,0,0
ID_OM4T0T,0,0,0
ID_7PUY8M,0,0,0
ID_VFPSLI,0,0,0
ID_OKQ6EG,0,0,0
ID_WJPJH9,0,0,0
ID_199IS0,0,0,0
ID_N516IX,0,0,0
ID_TMUUR0,0,0,0
ID_G41WQ3,0,0,0
ID_JYF5WM,0,0,0
ID_P13QJ5,0,0,0
ID_9PMPGY,0,0,0
ID_UGZSO6,0,0,0
ID_TU7W6L,0,0,0
ID_2CZE8X,0,0,0
ID_BNUS4Y,0,0,0
ID_CJ9B2W,0,0,0
ID_5U9K92,0,0,0
ID_1HOB1J,0,0,0
ID_RZQR8U,0,0,0
ID_BPATEB,0,0,0
ID_Y89RNR,0,0,0
ID_L1NBFU,0,0,0
ID_OCE6T5,0,0,0
ID_OD6IPD,0,0,0
ID_J1U7KM,0,0,0
ID_SE2U4O,0,0,0
ID_WXNUQ1,0,0,0
ID_7PS1QP,0,0,0
ID_YGFFDC,0,0,0
ID_UQ60WM,0,0,0
ID_P9JGG2,0,0,0
ID_14ZSZF,0,0,0
ID_Q7ATBK,0,0,0
ID_KAJ8BC,0,0,0
ID_E8INXM,0,0,0
ID_VO42EU,0,0,0
ID_RRHZ46,0,0,0
ID_QRSGHW,0,0,0
ID_DCJTWW,0,0,0
ID_MDRI8G,0,0,0
ID_Y4UJC2,0,0,0
ID_YDS5RK,0,0,0
ID_C20CJB,0,0,0
ID_ULRA5Q,0,0,0
ID_FMNIZN,0,0,0
ID_RCOYYN,0,0,0
ID_Z5ZL7G,0,0,0
ID_34BHDG,0,0,0
ID_PTWU40,0,0,0
ID_LEXVMW,0,0,0
ID_E5X3MO,0,0,0
ID_0RX4DZ,0,0,0
ID_HJ7623,0,0,0
ID_PIH007,0,0,0
ID_Q2AVE5,0,0,0
ID_PJF0UL,0,0,0
ID_J9Q3R5,0,0,0
ID_P1UBI4,0,0,0
ID_MC4HUB,0,0,0
ID_I144J9,0,0,0
ID_AA5V51,0,0,0
ID_IST3WB,0,0,0
ID_XANHZW,0,0,0
ID_153QOS,0,0,0
ID_YTJ7BX,0,0,0
ID_C6PRD0,0,0,0
ID_HTBAKG,0,0,0
ID_NPSSG4,0,0,0
ID_R7YM4X,0,0,0
ID_YQMYHH,0,0,0
ID_G48VPF,0,0,0
ID_WB21HV,0,0,0
ID_H0YUJN,0,0,0
ID_8FYL6D,0,0,0
ID_6BZ80V,0,0,0
ID_J18SAE,0,0,0
ID_57YP0B,0,0,0
ID_CNKTYX,0,0,0
ID_QZYQWX,0,0,0
ID_DQX2GJ,0,0,0
ID_31G3I7,0,0,0
ID_VBTV9P,0,0,0
ID_KR3FYK,0,0,0
ID_OSSNUA,0,0,0
ID_FY9DUI,0,0,0
ID_FADN5O,0,0,0
ID_CYPQPP,0,0,0
ID_VCNGCX,0,0,0
ID_LPC00P,0,0,0
ID_2ZG8K3,0,0,0
ID_DW23UL,0,0,0
ID_06TPZM,0,0,0
ID_FUHNSU,0,0,0
ID_MNYBTI,0,0,0
ID_U4V7XN,0,0,0
ID_AMQP3I,0,0,0
ID_6HHKRY,0,0,0
ID_9ES9GO,0,0,0
ID_9DUDFJ,0,0,0
ID_8XZOO9,0,0,0
ID_78W0LQ,0,0,0
ID_YR0Y59,0,0,0
ID_WCI1IB,0,0,0
ID_RCV26S,0,0,0
ID_DNB1S5,0,0,0
ID_6SJF2B,0,0,0
ID_P9E8NJ,0,0,0
ID_L2EHJB,0,0,0
ID_8PI6CS,0,0,0
ID_GI2K9N,0,0,0
ID_CXD5JX,0,0,0
ID_SVM26T,0,0,0
ID_EJC3B8,0,0,0
ID_NAS1A8,0,0,0
ID_M69M5S,0,0,0
ID_1HXDHB,0,0,0
ID_2XB9CX,0,0,0
ID_3LMU1W,0,0,0
ID_09IKW0,0,0,0
ID_F0C5AM,0,0,0
ID_RGMTOF,0,0,0
ID_GDQSVE,0,0,0
ID_CPOPNC,0,0,0
ID_KQXCS8,0,0,0
ID_GAMQYZ,0,0,0
ID_Y9SIN2,0,0,0
ID_KG159I,0,0,0
ID_JY8XN0,0,0,0
ID_PTAYF7,0,0,0
ID_L2FW7V,0,0,0
ID_JT9W4U,0,0,0
ID_Q3IF84,0,0,0
ID_8BUX9T,0,0,0
ID_9X5DKV,0,0,0
ID_UUMEX4,0,0,0
ID_OF6J39,0,0,0
ID_8AIIVT,0,0,0
ID_QCSF2X,0,0,0
ID_AVJI10,0,0,0
ID_LB0VQB,0,0,0
ID_ZQPZR4,0,0,0
ID_USW1N8,0,0,0
ID_67GZ0I,0,0,0
ID_L58DKH,0,0,0
ID_2E2GK9,0,0,0
ID_0DTKSA,0,0,0
ID_XCCHRM,0,0,0
ID_YPCPC0,0,0,0
ID_IXZSL2,0,0,0
ID_0XRBAS,0,0,0
ID_AN139L,0,0,0
ID_AYGC9J,0,0,0
ID_U3E4K4,0,0,0
ID_G0NHRG,0,0,0
ID_6LDX7F,0,0,0
ID_PQ9SWE,0,0,0
ID_8FVQ4V,0,0,0
ID_HL9WDJ,0,0,0
ID_M3XZTK,0,0,0
ID_N3EM2V,0,0,0
ID_AZSBS6,0,0,0
ID_GNWB3S,0,0,0
ID_RZUI3S,0,0,0
ID_8MO2A6,0,0,0
ID_67L4RX,0,0,0
ID_NSYGOR,0,0,0
ID_N979KJ,0,0,0
ID_L9MZ8M,0,0,0
ID_T0PNG1,0,0,0
ID_LT2VC0,0,0,0
ID_YLAYKK,0,0,0
ID_GJLMCQ,0,0,0
ID_PO2S2S,0,0,0
ID_M83RED,0,0,0
ID_2FWJ0K,0,0,0
ID_6V3PLV,0,0,0
ID_A5X43A,0,0,0
ID_7B27E2,0,0,0
ID_QWOH0A,0,0,0
ID_U4E9AR,0,0,0
ID_BPW9TD,0,0,0
ID_IMLK99,0,0,0
ID_VYRJ02,0,0,0
ID_FJOBD7,0,0,0
ID_Y26GQ9,0,0,0
ID_JHRTAD,0,0,0
ID_4HAQRA,0,0,0
ID_70BPCX,0,0,0
ID_0YU9YR,0,0,0
ID_GUY48S,0,0,0
ID_BFQPEW,0,0,0
ID_16S0CP,0,0,0
ID_RP6TDB,0,0,0
ID_F3TD1W,0,0,0
ID_RG6Y9Z,0,0,0
ID_HPPEI7,0,0,0
ID_00J0EL,0,0,0
ID_HBMEM3,0,0,0
ID_A5UR4V,0,0,0
ID_EQEWY8,0,0,0
